Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region
MH-18025;Michelle Huthwaite;Individual Customer;United States;Seattle;Washington;98115;West
MP-18175;Mike Pelletier;Home Office;United States;Milwaukee;Wisconsin;53209;Central
DR-12940;Daniel Raglin;Home Office;United States;Franklin;Massachusetts;2038;East
DM-13015;Darrin Martin;Individual Customer;United States;Encinitas;California;92024;West
BD-11620;Brian DeCherney;Individual Customer;United States;Anaheim;California;92804;West
DC-12850;Dan Campbell;Individual Customer;United States;Arlington;Texas;76017;Central
MT-18070;Michelle Tran;Home Office;United States;Houston;Texas;77041;Central
MJ-17740;Max Jones;Individual Customer;United States;Lancaster;Ohio;43130;East
ND-18370;Natalie DeCherney;Individual Customer;United States;Portland;Oregon;97206;West
CA-11965;Carol Adams;Business Customer;United States;Hoover;Alabama;35244;South
GA-14725;Guy Armstrong;Individual Customer;United States;Los Angeles;California;90036;West
TC-21295;Toby Carlisle;Individual Customer;United States;Tallahassee;Florida;32303;South
JB-15400;Jennifer Braxton;Business Customer;United States;New York City;New York;10009;East
CK-12325;Christine Kargatis;Home Office;United States;Chesapeake;Virginia;23320;South
RL-19615;Rob Lucas;Individual Customer;United States;Fayetteville;North Carolina;28314;South
AC-10660;Anna Chung;Individual Customer;United States;Huntsville;Texas;77340;Central
BH-11710;Brosina Hoffman;Individual Customer;United States;Philadelphia;Pennsylvania;19140;East
BG-11695;Brooke Gillingham;Business Customer;United States;Woodstock;Illinois;60098;Central
XP-21865;Xylona Preis;Individual Customer;United States;Everett;Massachusetts;2149;East
SN-20560;Skye Norling;Home Office;United States;Chicago;Illinois;60653;Central
DM-13345;Denise Monton;Business Customer;United States;Roswell;Georgia;30076;South
AJ-10780;Anthony Jacobs;Business Customer;United States;Palm Coast;Florida;32137;South
KC-16255;Karen Carlisle;Business Customer;United States;Philadelphia;Pennsylvania;19120;East
VF-21715;Vicky Freymann;Home Office;United States;Columbus;Indiana;47201;Central
SV-20935;Susan Vittorini;Individual Customer;United States;Oceanside;New York;11572;East
EM-13810;Eleni McCrary;Business Customer;United States;Franklin;Massachusetts;2038;East
RB-19360;Raymond Buch;Individual Customer;United States;Sioux Falls;South Dakota;57103;Central
DJ-13510;Don Jones;Business Customer;United States;San Diego;California;92037;West
CC-12370;Christopher Conant;Individual Customer;United States;Fayetteville;North Carolina;28314;South
SC-20380;Shahid Collister;Individual Customer;United States;Atlanta;Georgia;30318;South
RH-19495;Rick Hansen;Individual Customer;United States;Orlando;Florida;32839;South
JK-15370;Jay Kimmel;Individual Customer;United States;San Francisco;California;94122;West
AF-10885;Art Foster;Individual Customer;United States;Toledo;Ohio;43615;East
LC-16885;Lena Creighton;Individual Customer;United States;Saint Petersburg;Florida;33710;South
BF-11275;Beth Fritzler;Business Customer;United States;Tucson;Arizona;85705;West
SC-20800;Stuart Calhoun;Individual Customer;United States;Los Angeles;California;90036;West
SW-20275;Scott Williamson;Individual Customer;United States;San Diego;California;92105;West
MC-17845;Michael Chen;Individual Customer;United States;New York City;New York;10035;East
TD-20995;Tamara Dahlen;Individual Customer;United States;San Diego;California;92037;West
Dp-13240;Dean percer;Home Office;United States;Westfield;New Jersey;7090;East
SD-20485;Shirley Daniels;Home Office;United States;Orange;New Jersey;7050;East
TM-21010;Tamara Manning;Individual Customer;United States;Woodstock;Illinois;60098;Central
BK-11260;Berenike Kampe;Individual Customer;United States;San Francisco;California;94110;West
JF-15490;Jeremy Farry;Individual Customer;United States;San Francisco;California;94122;West
EP-13915;Emily Phan;Individual Customer;United States;Tempe;Arizona;85281;West
EP-13915;Emily Phan;Individual Customer;United States;Los Angeles;California;90008;West
KH-16630;Ken Heidel;Business Customer;United States;Seattle;Washington;98105;West
HG-14845;Harry Greene;Individual Customer;United States;Lake Charles;Louisiana;70601;South
JC-16105;Julie Creighton;Business Customer;United States;Rochester;New York;14609;East
KM-16720;Kunst Miller;Individual Customer;United States;Long Beach;New York;11561;East
EB-13975;Erica Bern;Business Customer;United States;Charlotte;North Carolina;28205;South
PW-19240;Pierre Wener;Individual Customer;United States;Houston;Texas;77036;Central
PG-18895;Paul Gonzalez;Individual Customer;United States;New York City;New York;10035;East
DB-12910;Daniel Byrd;Home Office;United States;Columbus;Georgia;31907;South
CR-12730;Craig Reiter;Individual Customer;United States;Chicago;Illinois;60610;Central
KH-16330;Katharine Harms;Business Customer;United States;Highland Park;Illinois;60035;Central
DL-12925;Daniel Lacy;Individual Customer;United States;Eagan;Minnesota;55122;Central
ME-17725;Max Engle;Individual Customer;United States;Seattle;Washington;98103;West
VD-21670;Valerie Dominguez;Individual Customer;United States;Coral Springs;Florida;33065;South
CK-12205;Chloris Kastensmidt;Individual Customer;United States;Hempstead;New York;11550;East
DL-12925;Daniel Lacy;Individual Customer;United States;Noblesville;Indiana;46060;Central
SE-20110;Sanjit Engle;Individual Customer;United States;Dallas;Texas;75220;Central
LS-17200;Luke Schmidt;Business Customer;United States;Philadelphia;Pennsylvania;19140;East
MM-17920;Michael Moore;Individual Customer;United States;San Francisco;California;94109;West
DB-13270;Deborah Brumfield;Home Office;United States;Austin;Texas;78745;Central
RW-19630;Rob Williams;Business Customer;United States;Detroit;Michigan;48234;Central
JM-16195;Justin MacKendrick;Individual Customer;United States;Watertown;New York;13601;East
BP-11155;Becky Pak;Individual Customer;United States;Columbus;Georgia;31907;South
CT-11995;Carol Triggs;Individual Customer;United States;Apple Valley;Minnesota;55124;Central
TH-21550;Tracy Hopkins;Home Office;United States;Burlington;North Carolina;27217;South
ME-17320;Maria Etezadi;Home Office;United States;Saginaw;Michigan;48601;Central
TT-21220;Thomas Thornton;Individual Customer;United States;San Francisco;California;94109;West
GT-14710;Greg Tran;Individual Customer;United States;Seattle;Washington;98105;West
JD-16150;Justin Deggeller;Business Customer;United States;Milwaukee;Wisconsin;53209;Central
MC-18100;Mick Crebagga;Individual Customer;United States;Los Angeles;California;90049;West
LH-17020;Lisa Hazard;Individual Customer;United States;San Francisco;California;94122;West
MP-18175;Mike Pelletier;Home Office;United States;San Diego;California;92024;West
EM-14140;Eugene Moren;Home Office;United States;Glendale;Arizona;85301;West
GG-14650;Greg Guthrie;Business Customer;United States;New York City;New York;10035;East
MA-17995;Michelle Arnett;Home Office;United States;Watertown;New York;13601;East
SH-20395;Shahid Hopkins;Individual Customer;United States;Springfield;Ohio;45503;East
KT-16465;Kean Takahito;Individual Customer;United States;Los Angeles;California;90032;West
PO-19180;Philisse Overcash;Home Office;United States;Seattle;Washington;98115;West
AY-10555;Andy Yotov;Business Customer;United States;Oceanside;California;92054;West
Co-12640;Corey-Lock;Individual Customer;United States;Skokie;Illinois;60076;Central
JF-15565;Jill Fjeld;Individual Customer;United States;Fayetteville;North Carolina;28314;South
AR-10510;Andrew Roberts;Individual Customer;United States;Tulsa;Oklahoma;74133;Central
AG-10675;Anna Gayman;Individual Customer;United States;Allen;Texas;75002;Central
DV-13045;Darrin Van Huff;Business Customer;United States;Philadelphia;Pennsylvania;19143;East
HL-15040;Hunter Lopez;Individual Customer;United States;Rochester;New York;14609;East
ND-18370;Natalie DeCherney;Individual Customer;United States;Mount Pleasant;South Carolina;29464;South
GB-14575;Giulietta Baptist;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
CL-12565;Clay Ludtke;Individual Customer;United States;Seattle;Washington;98115;West
RC-19960;Ryan Crowe;Individual Customer;United States;Springfield;Oregon;97477;West
JB-16045;Julia Barnett;Home Office;United States;Columbus;Georgia;31907;South
MC-17635;Matthew Clasen;Business Customer;United States;Los Angeles;California;90032;West
TT-21265;Tim Taslimi;Business Customer;United States;New York City;New York;10024;East
MJ-17740;Max Jones;Individual Customer;United States;Detroit;Michigan;48227;Central
AT-10735;Annie Thurman;Individual Customer;United States;Stockton;California;95207;West
PB-19150;Philip Brown;Individual Customer;United States;Phoenix;Arizona;85023;West
NW-18400;Natalie Webber;Individual Customer;United States;Philadelphia;Pennsylvania;19120;East
VP-21730;Victor Preis;Home Office;United States;Sterling Heights;Michigan;48310;Central
RD-19810;Ross DeVincentis;Home Office;United States;Rochester;New York;14609;East
MG-17875;Michael Grace;Home Office;United States;New York City;New York;10011;East
PA-19060;Pete Armstrong;Home Office;United States;Eau Claire;Wisconsin;54703;Central
CR-12730;Craig Reiter;Individual Customer;United States;New York City;New York;10009;East
AA-10375;Allen Armold;Individual Customer;United States;Rancho Cucamonga;California;91730;West
JG-15160;James Galang;Individual Customer;United States;Murray;Kentucky;42071;South
RR-19525;Rick Reed;Business Customer;United States;Toledo;Ohio;43615;East
SR-20425;Sharelle Roach;Home Office;United States;Louisville;Colorado;80027;West
LS-16975;Lindsay Shagiari;Home Office;United States;New York City;New York;10035;East
MH-18115;Mick Hernandez;Home Office;United States;Pharr;Texas;78577;Central
SC-20095;Sanjit Chand;Individual Customer;United States;West Jordan;Utah;84084;West
JB-16000;Joy Bell-;Individual Customer;United States;Brownsville;Texas;78521;Central
AC-10450;Amy Cox;Individual Customer;United States;New York City;New York;10011;East
MO-17800;Meg O'Connel;Home Office;United States;Philadelphia;Pennsylvania;19140;East
RB-19645;Robert Barroso;Business Customer;United States;Billings;Montana;59102;West
AI-10855;Arianne Irving;Individual Customer;United States;Chesapeake;Virginia;23320;South
DR-12880;Dan Reichenbach;Business Customer;United States;Gresham;Oregon;97030;West
DM-12955;Dario Medina;Business Customer;United States;Lincoln Park;Michigan;48146;Central
JH-16180;Justin Hirsh;Individual Customer;United States;Gresham;Oregon;97030;West
AB-10060;Adam Bellavance;Home Office;United States;Philadelphia;Pennsylvania;19143;East
BD-11605;Brian Dahlen;Individual Customer;United States;Monroe;Louisiana;71203;South
AS-10045;Aaron Smayling;Business Customer;United States;Pasadena;California;91104;West
ZD-21925;Zuschuss Donatelli;Individual Customer;United States;Chattanooga;Tennessee;37421;South
KF-16285;Karen Ferguson;Home Office;United States;Long Beach;California;90805;West
BP-11230;Benjamin Patterson;Individual Customer;United States;Troy;Ohio;45373;East
CC-12430;Chuck Clark;Home Office;United States;Minneapolis;Minnesota;55407;Central
DB-13615;Doug Bickford;Individual Customer;United States;Seattle;Washington;98105;West
TC-21475;Tony Chapman;Home Office;United States;Columbus;Georgia;31907;South
NZ-18565;Nick Zandusky;Home Office;United States;Meridian;Idaho;83642;West
SW-20350;Sean Wendt;Home Office;United States;Detroit;Michigan;48227;Central
TS-21370;Todd Sumrall;Business Customer;United States;Chicago;Illinois;60623;Central
DM-13345;Denise Monton;Business Customer;United States;Newark;Ohio;43055;East
RE-19450;Richard Eichhorn;Individual Customer;United States;Dallas;Texas;75081;Central
JD-16150;Justin Deggeller;Business Customer;United States;Newark;Delaware;19711;East
BF-11215;Benjamin Farhat;Home Office;United States;Albuquerque;New Mexico;87105;West
ML-17755;Max Ludwig;Home Office;United States;Toledo;Ohio;43615;East
YC-21895;Yoseph Carroll;Business Customer;United States;Newark;Delaware;19711;East
LR-16915;Lena Radford;Individual Customer;United States;Los Angeles;California;90045;West
BS-11755;Bruce Stewart;Individual Customer;United States;Los Angeles;California;90032;West
KM-16375;Katherine Murray;Home Office;United States;Dallas;Texas;75217;Central
BT-11530;Bradley Talbott;Home Office;United States;San Diego;California;92037;West
KB-16405;Katrina Bavinger;Home Office;United States;Apple Valley;California;92307;West
DW-13480;Dianna Wilson;Home Office;United States;Louisville;Kentucky;40214;South
JC-15340;Jasper Cacioppo;Individual Customer;United States;New York City;New York;10024;East
TP-21415;Tom Prescott;Individual Customer;United States;Houston;Texas;77070;Central
DB-12910;Daniel Byrd;Home Office;United States;Henderson;Kentucky;42420;South
BH-11710;Brosina Hoffman;Individual Customer;United States;Newark;Delaware;19711;East
TD-20995;Tamara Dahlen;Individual Customer;United States;Bolingbrook;Illinois;60440;Central
CV-12805;Cynthia Voltz;Business Customer;United States;Fort Worth;Texas;76106;Central
CS-12355;Christine Sundaresam;Individual Customer;United States;New York City;New York;10024;East
JG-15310;Jason Gross;Business Customer;United States;Providence;Rhode Island;2908;East
JP-16135;Julie Prescott;Home Office;United States;Columbus;Ohio;43229;East
EC-14050;Erin Creighton;Individual Customer;United States;New York City;New York;10024;East
KH-16630;Ken Heidel;Business Customer;United States;Houston;Texas;77070;Central
FG-14260;Frank Gastineau;Home Office;United States;Aurora;Illinois;60505;Central
AA-10480;Andrew Allen;Individual Customer;United States;Springfield;Missouri;65807;Central
MS-17770;Maxwell Schwartz;Individual Customer;United States;Seattle;Washington;98105;West
JE-15610;Jim Epp;Business Customer;United States;Lakeland;Florida;33801;South
EB-14110;Eugene Barchas;Individual Customer;United States;Philadelphia;Pennsylvania;19134;East
BP-11155;Becky Pak;Individual Customer;United States;New York City;New York;10011;East
CC-12100;Chad Cunningham;Home Office;United States;Los Angeles;California;90049;West
JP-15460;Jennifer Patt;Business Customer;United States;Oceanside;New York;11572;East
LS-16975;Lindsay Shagiari;Home Office;United States;Dallas;Texas;75081;Central
JL-15850;John Lucas;Individual Customer;United States;New York City;New York;10035;East
CY-12745;Craig Yedwab;Business Customer;United States;San Antonio;Texas;78207;Central
RB-19360;Raymond Buch;Individual Customer;United States;Cincinnati;Ohio;45231;East
AR-10825;Anthony Rawles;Business Customer;United States;Austin;Texas;78745;Central
CS-11845;Cari Sayre;Business Customer;United States;Seattle;Washington;98105;West
AR-10825;Anthony Rawles;Business Customer;United States;Los Angeles;California;90004;West
RD-19810;Ross DeVincentis;Home Office;United States;New York City;New York;10035;East
KH-16510;Keith Herrera;Individual Customer;United States;Seattle;Washington;98103;West
NF-18385;Natalie Fritzler;Individual Customer;United States;Newark;Ohio;43055;East
SM-20950;Suzanne McNair;Business Customer;United States;Maple Grove;Minnesota;55369;Central
GH-14410;Gary Hansen;Home Office;United States;Glendale;Arizona;85301;West
EM-13810;Eleni McCrary;Business Customer;United States;New York City;New York;10009;East
DB-13210;Dean Braden;Individual Customer;United States;Jacksonville;North Carolina;28540;South
PT-19090;Pete Takahito;Individual Customer;United States;Houston;Texas;77070;Central
HF-14995;Herbert Flentye;Individual Customer;United States;San Francisco;California;94109;West
KW-16435;Katrina Willman;Individual Customer;United States;Lansing;Michigan;48911;Central
KC-16675;Kimberly Carter;Business Customer;United States;Tallahassee;Florida;32303;South
PK-19075;Pete Kriz;Individual Customer;United States;Columbia;South Carolina;29203;South
KT-16465;Kean Takahito;Individual Customer;United States;Chicago;Illinois;60623;Central
EP-13915;Emily Phan;Individual Customer;United States;Detroit;Michigan;48227;Central
AP-10915;Arthur Prichep;Individual Customer;United States;Fort Collins;Colorado;80525;West
SH-20395;Shahid Hopkins;Individual Customer;United States;New York City;New York;10024;East
SM-20950;Suzanne McNair;Business Customer;United States;New York City;New York;10011;East
BM-11650;Brian Moss;Business Customer;United States;Columbia;Maryland;21044;East
TC-20980;Tamara Chand;Business Customer;United States;Houston;Texas;77041;Central
KB-16585;Ken Black;Business Customer;United States;Lowell;Massachusetts;1852;East
JE-16165;Justin Ellison;Business Customer;United States;Woodland;California;95695;West
DR-12940;Daniel Raglin;Home Office;United States;Chicago;Illinois;60610;Central
RW-19630;Rob Williams;Business Customer;United States;New York City;New York;10035;East
ML-18040;Michelle Lonsdale;Business Customer;United States;Missouri City;Texas;77489;Central
JL-15130;Jack Lebron;Individual Customer;United States;Houston;Texas;77036;Central
CM-12655;Corinna Mitchell;Home Office;United States;Jackson;Mississippi;39212;South
FH-14365;Fred Hopkins;Business Customer;United States;New York City;New York;10009;East
EH-13945;Eric Hoffmann;Individual Customer;United States;Tempe;Arizona;85281;West
TB-21280;Toby Braunhardt;Individual Customer;United States;Jacksonville;North Carolina;28540;South
AH-10030;Aaron Hawkins;Business Customer;United States;Philadelphia;Pennsylvania;19134;East
TT-21070;Ted Trevino;Individual Customer;United States;Akron;Ohio;44312;East
RD-19900;Ruben Dartt;Individual Customer;United States;San Diego;California;92037;West
LA-16780;Laura Armstrong;Business Customer;United States;Fresno;California;93727;West
SH-19975;Sally Hughsby;Business Customer;United States;Pearland;Texas;77581;Central
SF-20200;Sarah Foster;Individual Customer;United States;Richmond;Indiana;47374;Central
TH-21235;Tiffany House;Business Customer;United States;Philadelphia;Pennsylvania;19134;East
VG-21790;Vivek Gonzalez;Individual Customer;United States;San Mateo;California;94403;West
NP-18325;Naresj Patel;Individual Customer;United States;Oakland;California;94601;West
FH-14275;Frank Hawley;Business Customer;United States;New York City;New York;10024;East
JP-15460;Jennifer Patt;Business Customer;United States;Lakewood;New Jersey;8701;East
ES-14080;Erin Smith;Business Customer;United States;Tempe;Arizona;85281;West
KL-16645;Ken Lonsdale;Individual Customer;United States;New York City;New York;10035;East
BN-11515;Bradley Nguyen;Individual Customer;United States;New York City;New York;10009;East
ND-18370;Natalie DeCherney;Individual Customer;United States;Houston;Texas;77095;Central
JL-15130;Jack Lebron;Individual Customer;United States;Riverside;California;92503;West
RC-19825;Roy Collins;Individual Customer;United States;Fairfield;Connecticut;6824;East
CC-12475;Cindy Chapman;Individual Customer;United States;New York City;New York;10024;East
DW-13195;David Wiener;Business Customer;United States;Houston;Texas;77095;Central
CK-12760;Cyma Kinney;Business Customer;United States;Arlington;Virginia;22204;South
EG-13900;Emily Grady;Individual Customer;United States;Chicago;Illinois;60623;Central
SJ-20215;Sarah Jordon;Individual Customer;United States;Grand Prairie;Texas;75051;Central
BP-11185;Ben Peterman;Business Customer;United States;Seattle;Washington;98103;West
SJ-20125;Sanjit Jacobs;Home Office;United States;Seattle;Washington;98103;West
MC-17590;Matt Collister;Business Customer;United States;Grand Rapids;Michigan;49505;Central
BG-11740;Bruce Geld;Individual Customer;United States;Philadelphia;Pennsylvania;19120;East
MA-17560;Matt Abelman;Home Office;United States;Chicago;Illinois;60610;Central
CC-12220;Chris Cortes;Individual Customer;United States;Seattle;Washington;98105;West
RA-19885;Ruben Ausman;Business Customer;United States;Jacksonville;Florida;32216;South
DK-12835;Damala Kotsonis;Business Customer;United States;Franklin;Tennessee;37064;South
LB-16795;Laurel Beltran;Home Office;United States;Highland Park;Illinois;60035;Central
CM-11815;Candace McMahon;Business Customer;United States;Pasadena;Texas;77506;Central
TS-21205;Thomas Seio;Business Customer;United States;San Francisco;California;94109;West
RF-19345;Randy Ferguson;Business Customer;United States;Miami;Florida;33180;South
JF-15565;Jill Fjeld;Individual Customer;United States;Philadelphia;Pennsylvania;19120;East
EH-14185;Evan Henry;Individual Customer;United States;Decatur;Alabama;35601;South
VW-21775;Victoria Wilson;Business Customer;United States;Sioux Falls;South Dakota;57103;Central
KN-16450;Kean Nguyen;Business Customer;United States;Visalia;California;93277;West
SJ-20215;Sarah Jordon;Individual Customer;United States;Los Angeles;California;90049;West
PS-19045;Penelope Sewall;Home Office;United States;Los Angeles;California;90032;West
KM-16225;Kalyca Meade;Business Customer;United States;Overland Park;Kansas;66212;Central
GM-14695;Greg Maxwell;Business Customer;United States;Alexandria;Virginia;22304;South
KT-16465;Kean Takahito;Individual Customer;United States;Raleigh;North Carolina;27604;South
MH-17785;Maya Herman;Business Customer;United States;New York City;New York;10035;East
AF-10885;Art Foster;Individual Customer;United States;Fairfield;Ohio;45014;East
JP-16135;Julie Prescott;Home Office;United States;Muskogee;Oklahoma;74403;Central
RD-19585;Rob Dowd;Individual Customer;United States;Temecula;California;92592;West
JF-15295;Jason Fortune-;Individual Customer;United States;Sterling Heights;Michigan;48310;Central
CK-12595;Clytie Kelty;Individual Customer;United States;San Diego;California;92024;West
KH-16510;Keith Herrera;Individual Customer;United States;Dallas;Texas;75081;Central
CM-12655;Corinna Mitchell;Home Office;United States;New York City;New York;10035;East
EB-13870;Emily Burns;Individual Customer;United States;Phoenix;Arizona;85023;West
MW-18235;Mitch Willingham;Business Customer;United States;San Francisco;California;94122;West
CS-11950;Carlos Soltero;Individual Customer;United States;Philadelphia;Pennsylvania;19140;East
SP-20620;Stefania Perrino;Business Customer;United States;Laredo;Texas;78041;Central
GT-14635;Grant Thornton;Business Customer;United States;New York City;New York;10009;East
LW-17215;Luke Weiss;Individual Customer;United States;New York City;New York;10035;East
AH-10030;Aaron Hawkins;Business Customer;United States;Gulfport;Mississippi;39503;South
TH-21100;Thea Hendricks;Individual Customer;United States;San Diego;California;92037;West
HG-15025;Hunter Glantz;Individual Customer;United States;Oceanside;New York;11572;East
EB-13750;Edward Becker;Business Customer;United States;Round Rock;Texas;78664;Central
SC-20725;Steven Cartwright;Individual Customer;United States;Redlands;California;92374;West
TS-21505;Tony Sayre;Individual Customer;United States;Columbia;Tennessee;38401;South
TH-21550;Tracy Hopkins;Home Office;United States;New York City;New York;10009;East
KD-16270;Karen Daniels;Individual Customer;United States;Houston;Texas;77095;Central
GM-14455;Gary Mitchum;Home Office;United States;Chicago;Illinois;60653;Central
PR-18880;Patrick Ryan;Individual Customer;United States;Oakland;California;94601;West
TB-21055;Ted Butterfield;Individual Customer;United States;Quincy;Massachusetts;2169;East
ON-18715;Odella Nelson;Business Customer;United States;Yucaipa;California;92399;West
AH-10195;Alan Haines;Business Customer;United States;Chicago;Illinois;60623;Central
NM-18520;Neoma Murray;Individual Customer;United States;Seattle;Washington;98105;West
AR-10510;Andrew Roberts;Individual Customer;United States;New York City;New York;10024;East
BM-11650;Brian Moss;Business Customer;United States;San Diego;California;92037;West
CA-12310;Christine Abelman;Business Customer;United States;Bristol;Connecticut;6010;East
NF-18595;Nicole Fjeld;Home Office;United States;Chicago;Illinois;60610;Central
AF-10870;Art Ferguson;Individual Customer;United States;Chicago;Illinois;60610;Central
TC-21535;Tracy Collins;Home Office;United States;New York City;New York;10024;East
Dp-13240;Dean percer;Home Office;United States;Revere;Massachusetts;2151;East
MC-17425;Mark Cousins;Business Customer;United States;Houston;Texas;77036;Central
LC-17050;Liz Carlisle;Individual Customer;United States;Mission Viejo;California;92691;West
BM-11650;Brian Moss;Business Customer;United States;Dallas;Texas;75217;Central
NW-18400;Natalie Webber;Individual Customer;United States;Las Vegas;Nevada;89115;West
TB-21280;Toby Braunhardt;Individual Customer;United States;Norman;Oklahoma;73071;Central
BS-11755;Bruce Stewart;Individual Customer;United States;San Francisco;California;94122;West
SO-20335;Sean O'Donnell;Individual Customer;United States;Hempstead;New York;11550;East
CS-12490;Cindy Schnelling;Business Customer;United States;Conroe;Texas;77301;Central
PO-19180;Philisse Overcash;Home Office;United States;Houston;Texas;77095;Central
TD-20995;Tamara Dahlen;Individual Customer;United States;Philadelphia;Pennsylvania;19120;East
SP-20620;Stefania Perrino;Business Customer;United States;Tampa;Florida;33614;South
MS-17365;Maribeth Schnelling;Individual Customer;United States;New York City;New York;10035;East
Dp-13240;Dean percer;Home Office;United States;Charlotte;North Carolina;28205;South
DB-13660;Duane Benoit;Individual Customer;United States;Dallas;Texas;75081;Central
MG-17650;Matthew Grinstein;Home Office;United States;Seattle;Washington;98103;West
EH-14185;Evan Henry;Individual Customer;United States;Pasadena;Texas;77506;Central
CL-11890;Carl Ludwig;Individual Customer;United States;Philadelphia;Pennsylvania;19143;East
KF-16285;Karen Ferguson;Home Office;United States;Indianapolis;Indiana;46203;Central
DH-13075;Dave Hallsten;Business Customer;United States;Richmond;Kentucky;40475;South
LA-16780;Laura Armstrong;Business Customer;United States;Tinley Park;Illinois;60477;Central
HZ-14950;Henia Zydlo;Individual Customer;United States;Houston;Texas;77095;Central
CM-12190;Charlotte Melton;Individual Customer;United States;Los Angeles;California;90004;West
LB-16795;Laurel Beltran;Home Office;United States;Columbus;Ohio;43229;East
JF-15490;Jeremy Farry;Individual Customer;United States;Columbus;Ohio;43229;East
GM-14695;Greg Maxwell;Business Customer;United States;San Francisco;California;94122;West
SS-20590;Sonia Sunley;Individual Customer;United States;Madison;Wisconsin;53711;Central
TC-21475;Tony Chapman;Home Office;United States;Aurora;Colorado;80013;West
CC-12430;Chuck Clark;Home Office;United States;New York City;New York;10024;East
CL-12565;Clay Ludtke;Individual Customer;United States;Los Angeles;California;90004;West
DE-13255;Deanra Eno;Home Office;United States;Dubuque;Iowa;52001;Central
SZ-20035;Sam Zeldin;Home Office;United States;Lancaster;Ohio;43130;East
LF-17185;Luke Foster;Individual Customer;United States;Inglewood;California;90301;West
AB-10165;Alan Barnes;Individual Customer;United States;Bellevue;Washington;98006;West
NM-18520;Neoma Murray;Individual Customer;United States;Chicago;Illinois;60610;Central
RA-19945;Ryan Akin;Individual Customer;United States;Dallas;Texas;75217;Central
PO-19195;Phillina Ober;Home Office;United States;San Francisco;California;94122;West
KA-16525;Kelly Andreada;Individual Customer;United States;New York City;New York;10024;East
JD-16150;Justin Deggeller;Business Customer;United States;New York City;New York;10011;East
JO-15145;Jack O'Briant;Business Customer;United States;Philadelphia;Pennsylvania;19140;East
LE-16810;Laurel Elliston;Individual Customer;United States;Newark;Delaware;19711;East
AH-10690;Anna Häberlin;Business Customer;United States;New York City;New York;10024;East
KN-16705;Kristina Nunn;Home Office;United States;Auburn;Alabama;36830;South
TB-21250;Tim Brockman;Individual Customer;United States;Los Angeles;California;90049;West
DP-13390;Dennis Pardue;Home Office;United States;San Francisco;California;94110;West
KN-16705;Kristina Nunn;Home Office;United States;Raleigh;North Carolina;27604;South
ST-20530;Shui Tom;Individual Customer;United States;Macon;Georgia;31204;South
EB-13870;Emily Burns;Individual Customer;United States;Nashville;Tennessee;37211;South
AH-10210;Alan Hwang;Individual Customer;United States;Nashville;Tennessee;37211;South
AS-10090;Adam Shillingsburg;Individual Customer;United States;Philadelphia;Pennsylvania;19143;East
EM-13825;Elizabeth Moffitt;Business Customer;United States;Dallas;Texas;75081;Central
KA-16525;Kelly Andreada;Individual Customer;United States;Perth Amboy;New Jersey;8861;East
HJ-14875;Heather Jas;Home Office;United States;Jacksonville;Florida;32216;South
ND-18370;Natalie DeCherney;Individual Customer;United States;Jacksonville;Florida;32216;South
EH-13765;Edward Hooks;Business Customer;United States;Revere;Massachusetts;2151;East
MH-17455;Mark Hamilton;Individual Customer;United States;Jacksonville;North Carolina;28540;South
CL-11890;Carl Ludwig;Individual Customer;United States;San Francisco;California;94122;West
SF-20965;Sylvia Foulston;Business Customer;United States;Columbus;Ohio;43229;East
EP-13915;Emily Phan;Individual Customer;United States;Dearborn Heights;Michigan;48127;Central
RW-19630;Rob Williams;Business Customer;United States;Overland Park;Kansas;66212;Central
SJ-20500;Shirley Jackson;Individual Customer;United States;Santa Fe;New Mexico;87505;West
SP-20620;Stefania Perrino;Business Customer;United States;San Francisco;California;94110;West
PJ-19015;Pauline Johnson;Individual Customer;United States;Mobile;Alabama;36608;South
CC-12610;Corey Catlett;Business Customer;United States;Springfield;Virginia;22153;South
MY-18295;Muhammed Yedwab;Business Customer;United States;Newark;Delaware;19711;East
DB-13210;Dean Braden;Individual Customer;United States;Hickory;North Carolina;28601;South
MG-17875;Michael Grace;Home Office;United States;Fort Lauderdale;Florida;33311;South
RH-19600;Rob Haberlin;Individual Customer;United States;Carol Stream;Illinois;60188;Central
KB-16240;Karen Bern;Business Customer;United States;Saint Cloud;Minnesota;56301;Central
CA-12055;Cathy Armstrong;Home Office;United States;Los Angeles;California;90036;West
JK-15730;Joe Kamberova;Individual Customer;United States;Mobile;Alabama;36608;South
RD-19930;Russell D'Ascenzo;Individual Customer;United States;Austin;Texas;78745;Central
JK-16120;Julie Kriz;Home Office;United States;New York City;New York;10009;East
SC-20020;Sam Craven;Individual Customer;United States;Plano;Texas;75023;Central
HW-14935;Helen Wasserman;Business Customer;United States;Chicago;Illinois;60653;Central
SC-20800;Stuart Calhoun;Individual Customer;United States;Jackson;Mississippi;39212;South
HA-14920;Helen Andreada;Individual Customer;United States;Fayetteville;North Carolina;28314;South
MG-17875;Michael Grace;Home Office;United States;Aurora;Illinois;60505;Central
DM-12955;Dario Medina;Business Customer;United States;Sacramento;California;95823;West
DM-13345;Denise Monton;Business Customer;United States;Des Moines;Iowa;50315;Central
